pid,date,archive_number,title,description,extent,condition,date_unvalidated,creator,collector,materials,collection,key,order,layout,notes,thumbnail,full
512,2023-10-25,23-01/1-8-26,Flour/Sugar scoop,"Flour/Sugar scoop, metal scoop with handle",1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,511,tinui_item,"","",""
513,2023-10-25,23-01/1-8-27,Stirrup with four lines in base,Stirrup with four lines in base,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,512,tinui_item,"","",""
514,2023-10-25,23-01/1-8-28,Pressed metal door knob,Pressed metal door knob with screw at back,2,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,513,tinui_item,"","",""
515,2023-10-25,23-01/1-8-29,"Cattle brand ""JC"" ","Cattle brand ""JC"", black with handle and top piece to secure it against the animal. ",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,514,tinui_item,"","",""
516,2023-10-25,23-01/1-8-30,Electric Shears,Electric Shears with part of leather handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Leather",tinui,object,515,tinui_item,"","",""
517,2023-10-25,23-01/1-8-31,Handle and straps for carrying a travelling rug,"Handle and straps for carrying a travelling rug, writing reads ""W.H Brewster, Pemberton""",1,Good,Unknown,Unknown,Unknown,"Leather, metal, thread",tinui,object,516,tinui_item,"","",""
518,2023-10-25,23-01/1-8-32,"Farm equipment, hammer like with hooked end and twisting centre","Farm equipment, hammer like with hooked end and twisting centre",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,517,tinui_item,"","",""
519,2023-10-25,23-01/1-8-33,"Drill bit, metal with wooden handle ","Drill bit, metal with wooden handle ",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,518,tinui_item,"","",""
520,2023-10-25,23-01/1-8-34,"Farm equipment, with hinged pieces","Farm equipment, with hinged pieces",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,519,tinui_item,"","",""
521,2023-10-25,23-01/1-8-35,Twisted Metal Farm Equipment,"Twisted Metal Farm Equipment, with nail and loop",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,520,tinui_item,"","",""
522,2023-10-25,23-01/1-8-36,"Westbromich Iron base, small ","Westbromich Iron base, part of set with 23-01/1-8-37. Each base was interchangable with the iron and would be heated up at the same time and swapped out for longer ironing time.",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,521,tinui_item,"","",""
523,2023-10-25,23-01/1-8-37,"Westbromich Iron base, large ","Westbromich Iron base, part of set with 23-01/1-8-36. Each base was interchangable with the iron and would be heated up at the same time and swapped out for longer ironing time.",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,522,tinui_item,"","",""
524,2023-10-25,23-01/1-8-38,Right angled metal bar with loop at one end ,Right angled metal bar with loop at one end ,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,523,tinui_item,"","",""
525,2023-10-25,23-01/1-8-39,Bladed metal farm equipment,"Bladed metal farm equipment, with hinged and movable ends",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,524,tinui_item,"","",""
526,2023-10-25,23-01/1-8-40,Wood and Metal Aul,"Pair of auls for hand drilling nail holes, not exactly the same but found tied together",2,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,525,tinui_item,"","",""
527,2023-10-25,23-01/1-8-41,Stamped metal tray,"Stamped metal tray, gold with vine pattern",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,526,tinui_item,"","",""
528,2023-10-25,23-01/1-8-42,"""Diamond Jubliee 1925-1985 New Zealand Countrywoman"" Magazine","""Diamond Jubliee 1925-1985 New Zealand Countrywoman"" Magazine",1,Good,1985,W.D.F.F,Unknown,"Cardboard, Paper, Ink",tinui,object,527,tinui_item,"","",""
529,2023-10-25,23-01/1-8-43,"""Favourite Passages of Life"" booklet","""Favourite Passages of Life"" booklet. ""Complied from the W.D.F.F. N.Z. Countrywoman Magazines 1971-1981""",1,Good,1982,W.D.F.F,Wi Ngaire,"Cardboard, Paper, Ink",tinui,object,528,tinui_item,"","",""
530,2023-10-25,23-01/1-8-44,"Cattle brand ""4""","Cattle brand ""4"" with looped handle",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,529,tinui_item,"","",""
531,2023-10-25,23-01/1-8-45,"Cattle brand ""5""","Cattle brand ""5"" with looped handle",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,530,tinui_item,"","",""
532,2023-10-25,23-01/1-8-46,"Cattle brand ""0""","Cattle brand ""0"" with looped handle",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,531,tinui_item,"","",""
533,2023-10-25,23-01/1-8-47,"Cattle brand ""1""","Cattle brand ""1"" with looped handle",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,532,tinui_item,"","",""
534,2023-10-25,23-01/1-8-48,"""Elliotts"" Drench Doser without end piece",Elliotts' Drench Doser without end piece,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,533,tinui_item,"","",""
535,2023-10-25,23-01/1-8-49,"""Sayers"" Drench Doser, rustier  ","""Sayers"" Drench Doser, rustier  ",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,534,tinui_item,"","",""
536,2023-10-25,23-01/1-8-50,"""Elliotts"" Drench Doser with end piece",Elliotts' Drench Doser with end piece,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,535,tinui_item,"","",""
537,2023-10-25,23-01/1-5-1,Metal Camping Stove,Metal Camping Stove,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,536,tinui_item,"","",""
538,2023-10-25,23-01/1-5-2,Wooden pieces with metal attachment,Wooden pieces with metal attachment,2,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,537,tinui_item,"","",""
539,2023-10-25,23-01/1-5-3,Copper Water Tank,Copper Water Tank with lid and tap at base,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,538,tinui_item,"","",""
540,2023-10-25,23-01/1-5-4,Large Green Metal Stirrup ,Large Green Metal Stirrup ,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,539,tinui_item,"","",""
541,2023-10-25,23-01/1-5-5,Leather Saddle with sheepskin inner,Leather Saddle with sheepskin inner,1,Good,Unknown,Unknown,Unknown,"Leather, Sheepskin, Metal, Thread",tinui,object,540,tinui_item,"","",""
542,2023-10-25,23-01/1-5-6,Dark Wooden pieces with metal attachment,Dark Wooden pieces with metal attachment,2,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,541,tinui_item,"","",""
543,2023-10-25,23-01/1-5-7,"Metal Camping Stove, Smaller","Metal Camping Stove, Smaller",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,542,tinui_item,"","",""
544,2023-10-25,23-01/1-5-8,Hole Digger Drill Bit,Hole Digger Drill Bit with wooden handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,543,tinui_item,"","",""
545,2023-10-25,23-01/1-5-9,"""Pioneer"" Chainsaw","""Pioneer"" Chainsaw",1,Fair,Unknown,Pioneer,Unknown,"Metal, Paint, Rubber",tinui,object,544,tinui_item,"","",""
546,2023-10-25,23-01/1-5-10,Metal lantern with handle,Metal lantern with handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Glass",tinui,object,545,tinui_item,"","",""
547,2023-10-25,23-01/1-5-11,Wood and Metal Tool with spinning end,Wood and Metal Tool with spinning end,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,546,tinui_item,"","",""
548,2023-10-25,23-01/1-5-12,T-Shaped Metal tool,T-Shaped Metal tool,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,547,tinui_item,"","",""
549,2023-10-25,23-01/1-5-13,Metal stove top,Metal stove top,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,548,tinui_item,"","",""
550,2023-10-25,23-01/1-7-1,Gas Cannister with strap,Gas Cannister with leather carry strap,1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Leather",tinui,object,549,tinui_item,"","",""
551,2023-10-25,23-01/1-7-2,Ardath Cork Tipped Virginia Cigarette Tin,Ardath Cork Tipped Virginia Cigarette Tin,1,Good,Unknown,Virginia Tobacco,Unknown,"Metal, Paint",tinui,object,550,tinui_item,"","",""
552,2023-10-25,23-01/1-7-3,Virginia Tobacco Tin Green,"Virginia Tobacco Tin Green, brightly coloured top",1,Good,Unknown,Virginia Tobacco,Unknown,"Metal, Paint",tinui,object,551,tinui_item,"","",""
553,2023-10-25,23-01/1-7-4,Marmite Jar ,Marmite Jar with metal lid and glass base,1,Good,Unknown,Sanitarium ,Unknown,"Metal, Glass, Paint",tinui,object,552,tinui_item,"","",""
554,2023-10-25,23-01/1-7-5,Gillette Razor Case,"Gillette Razor Case, Black with purple velvet lining and dome closure",1,Good,Unknown,Gillette,Unknown,"Leather, Fabric, Metal, thread",tinui,object,553,tinui_item,"","",""
555,2023-10-25,23-01/1-7-6,Kauri Fine Cut Tobacco Tin Pink,Kauri Fine Cut Tobacco Tin Pink,1,Good,Unknown,Virginia Tobacco,Unknown,"Metal, Paint",tinui,object,554,tinui_item,"","",""
556,2023-10-25,23-01/1-7-7,Gallaher's Park Drive Tobacco Tin,Gallaher's Park Drive Tobacco Tin,1,Good,Unknown,Gallaher's,Unknown,"Metal, Paint",tinui,object,555,tinui_item,"","",""
557,2023-10-25,23-01/1-7-8,Pulmonas Pastilles Tin Yellow,Pulmonas Pastilles Tin Yellow,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,556,tinui_item,"","",""
558,2023-10-25,23-01/1-7-9,Will's Gold Flake Cigarette Tin,Will's Gold Flake Cigarette Tin,1,Good,Unknown,Will's,Unknown,"Metal, Paint",tinui,object,557,tinui_item,"","",""
559,2023-10-25,23-01/1-7-10,"Virginia Tobacco Tin Green, rusty","Virginia Tobacco Tin Green, rusty",1,Fair,Unknown,Virginia Tobacco,Unknown,"Metal, Paint",tinui,object,558,tinui_item,"","",""
560,2023-10-25,23-01/1-7-11,Elastoplast Tin Red,Elastoplast Tin Red,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,559,tinui_item,"","",""
561,2023-10-25,23-01/1-7-12,Sellotape Tin,"Sellotape Tin, blue with white",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,560,tinui_item,"","",""
562,2023-10-25,23-01/1-7-13,"""Cooper"" Drench Doser","""Cooper"" Drench Doser, long metal tube",1,Good,Unknown,Cooper,Unknown,Metal,tinui,object,561,tinui_item,"","",""
563,2023-10-25,23-01/1-7-14,Metal needle with wooden case,Metal needle with wooden case,1,Good,Unknown,Unknown,Unknown,"Wood, Metal",tinui,object,562,tinui_item,"","",""
564,2023-10-25,23-01/1-7-15,Marcovitch Black and White Cigarettes Tin,Marcovitch Black and White Cigarettes Tin,1,Good,Unknown,Marcovitch,Unknown,"Metal, Paint",tinui,object,563,tinui_item,"","",""
565,2023-10-25,23-01/1-7-16,Framed Postcard,Framed Postcard marking the last day of the Tinui Post Office,1,Good,1988-02-04T11:00:00Z,Phyllis French,Phyllis French,"Wood, Glass, Paper, Metal, Ink",tinui,object,564,tinui_item,"","",""
566,2023-10-25,23-01/1-7-17,Salisbury Smoked Fish Paste Jar,Salisbury Smoked Fish Paste Jar,4,Good,Unknown,Salisbury,Unknown,"Glass, Paper, ink",tinui,object,565,tinui_item,"","",""
567,2023-10-25,23-01/1-7-18,"Gas Cannister, Red","Gas Cannister, Red with hose pipe and ring on top",1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Rubber",tinui,object,566,tinui_item,"","",""
568,2023-10-25,23-01/1-7-19,"Wooden photo frame, empty","Wooden photo frame, empty",1,Good,Unknown,Unknown,Unknown,"Wood, Glass, Metal",tinui,object,567,tinui_item,"","",""
569,2023-10-25,23-01/1-7-20,Paint set in metal tin,Paint set in metal tin with horses on it,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint, Plastic, Product",tinui,object,568,tinui_item,"","",""
570,2023-10-25,23-01/1-7-21,La Corona Cigar Box,"La Corona Cigar Box, wood with image of woman on top",1,Good,Unknown,La Corona,Unknown,"Wood, Paint",tinui,object,569,tinui_item,"","",""
571,2023-10-25,23-01/1-7-22,Three Castles Cigarette Tin Lid,"Three Castles Cigarette Tin Lid, very rusted",1,Poor,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,570,tinui_item,"","",""
572,2023-10-25,23-01/1-7-23,Chimney Brush ,Chimney Brush with twisted wire handle and wire brush ,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,571,tinui_item,"","",""
573,2023-10-25,23-01/1-7-24,Bit for drenching a horse,Bit for drenching a horse with rope,1,Good,Unknown,Unknown,Unknown,"Metal, leather, Rope",tinui,object,572,tinui_item,"","",""
574,2023-10-25,23-01/1-7-25,"Farm Equipment, green metal circles with handle","Farm Equipment, green metal circles with handle",1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Wood",tinui,object,573,tinui_item,"","",""
575,2023-10-25,23-01/1-7-26,"Leather Strap ""Berthello""","Leather Strap ""Berthello""",1,Good,Unknown,Unknown,Unknown,"Leather, Metal, thread",tinui,object,574,tinui_item,"","",""
576,2023-10-25,23-01/1-7-27,Metal Toasting Fork,Metal Toasting Fork,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,575,tinui_item,"","",""
577,2023-10-25,23-01/1-7-28,Brothwell & Sons Ceramic Jug,Brothwell & Sons Ceramic Jug,1,Good,Unknown,Brothwell & Sons Ltd,Unknown,"Ceramic, paint",tinui,object,576,tinui_item,"","",""
578,2023-10-25,23-01/1-7-29,The New Zealand Journal of Agriculture,"The New Zealand Journal of Agriculture, 10 editions",10,Good,Unknown,Unknown,Unknown,Paper,tinui,object,577,tinui_item,"","",""
579,2023-10-25,23-01/1-7-30,Pair of wooden batons,"Pair of wooden batons, one small one long",1,Good,Unknown,Unknown,Unknown,Wood,tinui,object,578,tinui_item,"","",""
580,2023-10-25,23-01/1-7-31,"Metal Shaping Tool, blunt end","Metal shaping tool, with nail and loop",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,579,tinui_item,"","",""
581,2023-10-25,23-01/1-7-32,"Metal Shaping Tool, hammer end ","Metal shaping tool, with nail and loop",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,580,tinui_item,"","",""
582,2023-10-25,23-01/1-7-33,Police Suspenders belonging to E.S Belliss,Police Suspenders belonging to E.S Belliss,1,Good,Unknown,Unknown,E.S. Belliss,"Fabric, Leather, Metal, Thread",tinui,object,581,tinui_item,"","",""
583,2023-10-25,23-01/1-7-34,Decanter Set with Carry Tray,"Decanter Set with Carry Tray, two glass decanters and wooden tray. Note attached ""Loaned by M.J Owen, ""Fernglen""",1,Good,Unknown,Unknown,M. J. Owen,"Wood, Glass",tinui,object,582,tinui_item,"","",""
584,2023-10-25,23-01/1-7-35,Pyramid Tea Tin,Pyramid Tea Tin with image of camel and pyramids,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,583,tinui_item,"","",""
585,2023-10-25,23-01/1-7-36,Metal Farm Equipment with hooks,Metal Farm Equipment with hooks,1,Good,Unknown,Unknown,Unknown,"Metal, Fabric, thread",tinui,object,584,tinui_item,"","",""
586,2023-10-25,23-01/1-7-37,Large Mason Jar with Metal Lid,Large Mason Jar with Metal Lid,1,Fair,Unknown,Unknown,Unknown,"Glass, Metal",tinui,object,585,tinui_item,"","",""
587,2023-10-25,23-01/1-7-38,"Metal Shaping Tool, pointed end ","Metal shaping tool, with nail and loop",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,586,tinui_item,"","",""
588,2023-10-25,23-01/1-7-39,"Metal Shaping Tool, large ","Metal shaping tool, with nail and loop",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,587,tinui_item,"","",""
589,2023-10-25,23-01/1-7-40,Brown Glass Jar with Metal Lid,Brown Glass Jar with Metal Lid,1,Good,Unknown,Unknown,Unknown,"Glass, Metal",tinui,object,588,tinui_item,"","",""
590,2023-10-25,23-01/1-7-41,Agee Queen Jar with lid,Agee Queen Jar with lid,1,Good,Unknown,Agee Queen,Unknown,"Glass, Metal, Rubber",tinui,object,589,tinui_item,"","",""
591,2023-10-25,23-01/1-7-42,Shell Motor Oil Metal Can,Shell Motor Oil Metal Can,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,590,tinui_item,"","",""
592,2023-10-25,23-01/1-7-43,Glass Jar with metal lid and handle,Glass Jar with metal lid and handle,1,Poor,Unknown,Unknown,Unknown,"Glass, Metal",tinui,object,591,tinui_item,"","",""
593,2023-10-25,23-01/1-7-44,Leather Horse Collar,Leather Horse Collar,1,Fair,Unknown,Unknown,Unknown,"Leather, thread, Metal",tinui,object,592,tinui_item,"","",""
594,2023-10-25,23-01/1-7-45,Fire Poker,"Fire Poker, note attached reads ""This poker was made by Mr. Hector McIsaac, Tinui and given to Norman and Myra Ritchie as a wedding present 1927""",1,Good,1927,Hector McIsaac,Ritchie Family,Metal,tinui,object,593,tinui_item,"","",""
595,2023-10-25,23-01/1-7-46,Hay Knife Black,Hay Knife Black,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,594,tinui_item,"","",""
596,2023-10-25,23-01/1-7-47,Early Hay Knife,Early Hay Knife with long blade and two handles on one end,1,Fair,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,595,tinui_item,"","",""
597,2023-10-25,23-01/1-7-48,Silage Knife with wooden handle,Silage Knife with wooden handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,596,tinui_item,"","",""
598,2023-10-25,23-01/1-7-49,"Silage Knife, no handle","Silage Knife, no handle",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,597,tinui_item,"","",""
599,2023-10-25,23-01/1-7-50,Electric Razor with cord,"Electric Razor with cord, cream colour",1,Good,Unknown,Unknown,Unknown,"Metal, Plastic",tinui,object,598,tinui_item,"","",""
600,2023-10-25,23-01/1-7-51,Anchor Full Cream Milk Powder Tin,Anchor Full Cream Milk Powder Tin,1,Good,Unknown,Anchor,Unknown,"Metal, Paint",tinui,object,599,tinui_item,"","",""
601,2023-10-25,23-01/1-7-52,Popular Cookery Guide Book ,"Popular Cookery Guide Book, ""The Heather Brand"" ",1,Good,Unknown,"The ""Heather"" Brand",Unknown,Paper,tinui,object,600,tinui_item,"","",""
602,2023-10-25,23-01/1-7-53,Edmonds Baking Magazine,"Edmonds Baking Magazine, missing cover",1,Fair,Unknown,Edmonds,Unknown,"Paper, Ink",tinui,object,601,tinui_item,"","",""
603,2023-10-25,23-01/1-6-1,Tool for dehorning cows and bulls,"Tool for dehorning cows and bulls, metal with long handles",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,602,tinui_item,"","",""
604,2023-10-25,23-01/1-6-2,"","","","","","","","",tinui,object,603,tinui_item,"","",""
605,2023-10-25,23-01/1-6-3,Permanent Wire Strainer,"Permanent Wire Strainer. Note attached reads ""was anchored to a strainer post - the large one for hanging a gate and took the weight of the fence on the other side.""",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,604,tinui_item,"","",""
606,2023-10-25,23-01/1-6-4,"Blacksmithing tool, block with bent square end.","Blacksmithing tool, block with bent square end.",1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,605,tinui_item,Possibly connected to 23-01/1-6-27,"",""
607,2023-10-25,23-01/1-6-5,"Auger with wooden handle, large","Auger with wooden handle, large. For creating holes for fencing before electricity.",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,606,tinui_item,"","",""
608,2023-10-25,23-01/1-6-6,"Blacksmithing Tongs, Large","Blacksmithing Tongs, Large. note attached reads ""For retrieving red hot horseshoes or other objects made by blacksmiths from the glowing embers of his forge.""",1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,607,tinui_item,"","",""
609,2023-10-25,23-01/1-6-7,Framed Information about Blacksmithing Tools,Framed Information about Blacksmithing Tools,1,Good,Unknown,Unknown,Unknown,"Paper, Cardboard, Ink",tinui,object,608,tinui_item,"","",""
610,2023-10-25,23-01/1-6-8,"Auger with wooden handle, long handle","Auger with wooden handle, long handle. For creating holes for fencing before electricity.",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,609,tinui_item,"","",""
611,2023-10-25,23-01/1-6-9,"Auger with wooden handle, Medium","Auger with wooden handle, Medium. For creating holes for fencing before electricity.",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,610,tinui_item,"","",""
612,2023-10-25,23-01/1-6-10,"Auger with wooden handle, Large blade, small handle","Auger with wooden handle, large blade, small handle. For creating holes for fencing before electricity.",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,611,tinui_item,"","",""
613,2023-10-25,23-01/1-6-11,"Auger with wooden handle, small","Auger with wooden handle, small. For creating holes for fencing before electricity.",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,612,tinui_item,"","",""
614,2023-10-25,23-01/1-6-12,"Blacksmithing Tongs, Small","Blacksmithing Tongs, Small, note attached reads ""For retrieving red hot horseshoes or other objects made by blacksmiths from the glowing embers of his forge.""",1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,613,tinui_item,"","",""
615,2023-10-25,23-01/1-6-13,"Auger with wooden handle, small","Auger with wooden handle, small. For creating holes for fencing before electricity.",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,614,tinui_item,"","",""
616,2023-10-25,23-01/1-6-14,Clinker Rake,Clinker Rake with U shaped end and loop handle,1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,615,tinui_item,"","",""
617,2023-10-25,23-01/1-6-15,"Blacksmithing Tool, two semicircle ends","Blacksmithing Tool, two semicircle ends",1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,616,tinui_item,"","",""
618,2023-10-25,23-01/1-6-16,Blacksmithing tool with rounded end,Blacksmithing tool with rounded end. ,1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,617,tinui_item,"","",""
619,2023-10-25,23-01/1-6-17,Pattern Cutters,Pattern Cutters with square ends that fit into a square hole in the blacksmith's anvil,1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,618,tinui_item,"","",""
620,2023-10-25,23-01/1-6-18,"Blacksmithing Tongs, Curved end","Blacksmithing Tongs, Curved end. note attached reads ""For retrieving red hot horseshoes or other objects made by blacksmiths from the glowing embers of his forge.""",1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,619,tinui_item,"","",""
621,2023-10-25,23-01/1-6-19,Leather Tool Case,Leather Tool Case with strap,1,Fair,Unknown,Unknown,Unknown,"Leather, Metal, thread",tinui,object,620,tinui_item,"","",""
622,2023-10-25,23-01/1-6-20,Pair of handcuffs,Pair of handcuffs missing chain,1,Poor,Unknown,Unknown,Unknown,Metal,tinui,object,621,tinui_item,"","",""
623,2023-10-25,23-01/1-6-21,Leather Wallet with shearing tools and dog tags,"Leather Wallet with shearing tools and dog tags belonging to Private Clarke, no 9/1659 Cantebury Regiment.",1,Good,1914-1918,Unknown,Unknown,"Leather, Metal, String, Thread",tinui,object,622,tinui_item,"","",""
624,2023-10-25,23-01/1-6-22,Leather pouch full of dental tools,Leather pouch full of dental tools,1,Poor,Unknown,Unknown,Unknown,"Leather, Metal, Thread",tinui,object,623,tinui_item,"","",""
625,2023-10-25,23-01/1-6-23,"","","","","","","","",tinui,object,624,tinui_item,"","",""
626,2023-10-25,23-01/1-6-24,Adjustable Metal Pipe ,Adjustable Metal Pipe with wooden handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,625,tinui_item,"","",""
627,2023-10-25,23-01/1-6-25,Stained Glass Panel with six point star,"Stained Glass Panel with six point star, note attached reads ""Glass out of lead light door from door of house of 'The Kennel's' hunt club house Taueru""",1,Good,Unknown,Unknown,Unknown,Glass,tinui,object,626,tinui_item,"","",""
628,2023-10-25,23-01/1-6-26,Photograph of two Tinui Churches,Photograph of two Tinui Churches on cardboard backing.,1,Good,1981?,Unknown,Unknown,"Cardboard, Paper, Ink",tinui,object,627,tinui_item,"","",""
629,2023-10-25,23-01/1-6-27,"Blacksmithing tool, small with scoop end","Blacksmithing tool, small with scoop end",1,Good,Unknown,Unknown,Brian Maunsell,Metal,tinui,object,628,tinui_item,"","",""
630,2023-10-25,23-01/1-6-28,Child's Potty Chair,"Child's Potty Chair, wooden with plastic potty inside",1,Good,Unknown,Unknown,Unknown,"Wood, Metal, Plastic",tinui,object,629,tinui_item,"","",""
631,2023-10-25,23-01/1-6-29,Scissors,"Scissors, note attached reads ""found in the ""old"" store's office area after the flood 10th April 1991, Tinui""",1,Poor,Unknown,Unknown,Unknown,Metal,tinui,object,630,tinui_item,"","",""
632,2023-10-25,23-01/2-1-1,Bullock Horns Mounted on Wood,"Bullock Horns Mounted on Wood, from the last lead bullock in a bullock team in the area. Read note attached.",1,Good,1920s,Unknown,Unknown,"Bone, Wood, Paint",tinui,object,631,tinui_item,"","",""
633,2023-10-25,23-01/2-1-2,Alfredton Polo bell,"Alfredton Polo bell, with wooden handle and metal bell. Painted blue.",1,Fair,Unknown,Unknown,Unknown,"Metal, Wood, Paint",tinui,object,632,tinui_item,"","",""
634,2023-10-25,23-01/2-1-3,"Green Mail Sack ""30 Te Awatahi""","Green Mail Sack ""30 Te Awatahi"" with metal fixtures",1,Fair,Unknown,NZ Post Office,Unknown,"Fabric, Metal, Leather, Thread",tinui,object,633,tinui_item,"","",""
635,2023-10-25,23-01/2-1-4,"Green Mail Sack ""30""","Green Mail Sack ""30"" with metal fixtures",1,Fair,Unknown,NZ Post Office,Unknown,"Fabric, Metal, Leather, Thread",tinui,object,634,tinui_item,"","",""
636,2023-10-25,23-01/2-1-5,Blue Mail Sack,Blue Mail Sack with metal fixtures,1,Good,Unknown,NZ Post Office,Unknown,"Fabric, Metal, Leather, Thread",tinui,object,635,tinui_item,"","",""
637,2023-10-25,23-01/2-1-6,Large Glass Bottle With Cork,Large Glass Bottle With Cork,1,Good,Unknown,Unknown,Unknown,"Glass, Cork",tinui,object,636,tinui_item,"","",""
638,2023-10-25,23-01/2-1-7,Milk bottle carrier with four bottles inside,Milk bottle carrier with four bottles inside,1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Glass",tinui,object,637,tinui_item,"","",""
639,2023-10-25,23-01/2-1-8,Wooden Post Office Sign,"Wooden Post Office Sign, sign reads ""Tinui Post Office Hours of Attendance…cont.""",1,Good,Unknown,Unknown,Unknown,"Wood, Paint",tinui,object,638,tinui_item,"","",""
640,2023-10-25,23-01/2-1-9,Metal Post Cleared Sign,"Metal Post Cleared Sign, sign reads ""Cleared at 7.30am Monday to Friday""",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,639,tinui_item,"","",""
641,2023-10-25,23-01/2-1-10,Painted Metal Post Cleared Sign,Painted Metal Post Cleared Sign with NZ Post Logo,1,Good,Unknown,NZ Post Office,Unknown,"Metal, Paint",tinui,object,640,tinui_item,"","",""
642,2023-10-25,23-01/2-1-11,Office Office Uniform Smock and Badge,"Office Office Uniform Smock and Badge, badge reads ""Ellise Sharp""",1,Good,Unknown,Unknown,Unknown,"Fabric, Thread, Plastic, Metal",tinui,object,641,tinui_item,"","",""
643,2023-10-25,23-01/2-1-12,"New Zealand Post Letter Gauge, International","New Zealand Post Letter Gauge, International",1,Good,Unknown,NZ Post Office,Unknown,Plastic,tinui,object,642,tinui_item,"","",""
644,2023-10-25,23-01/2-1-13,Rotary Phone Missing Turning Piece on Front,Rotary Phone Missing Turning Piece on Front,1,Fair,Unknown,Unknown,Unknown,"Plastic, Rope, Metal",tinui,object,643,tinui_item,"","",""
